external_document_id,external_chunk_id,external_requirement,external_citation,internal_document_id,internal_chunk_id,internal_evidence,internal_citation,classification,reason,review_status,request_id
44209,doc_44209_quy_định_chung_0,"Văn bản: Thông tư số 01/2014/TT-NHNN Quy định về giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá (Số ký hiệu: 01/2014/TT-NHNN)
Quy định chung
NGÂN HÀNG NHÀ NƯỚC 
          VIỆT NAM
          -------
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
          Độc lập - Tự do - Hạnh phúc 
          ---------------
Số: 01/2014/TT-NHNN
Hà Nội, ngày 06 tháng 01 năm 2014
THÔNG TƯ
Quy định về giao nhận, bảo quản, vận chuyển
tiền mặt, tài sản quý, giấy tờ có giá
Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010;
Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010;
Căn cứ Nghị định số 156/2013/NĐ-CP ngày 11 tháng 11 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Căn cứ Nghị định số 40/2012/NĐ-CP ngày 02 tháng 5 năm 2012 của Chính phủ về nghiệp vụ phát hành tiền; bảo quản, vận chuyển tài sản quý và giấy tờ có giá trong hệ thống Ngân hàng Nhà nước, tổ chức tín dụng và chi nhánh ngân hàng nước ngoài;
Theo đề nghị của Cục trưởng Cục Phát hành và Kho quỹ;
Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá.","[01/2014/TT-NHNN - Thông tư số 01/2014/TT-NHNN Quy định về giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá | Quy định chung | doc_44209_quy_định_chung_0]",agr_at01,doc_agr_at01_03,"Quy trình kiểm đếm và phân loại tiền không đủ tiêu chuẩn lưu thông tại Agribank phải thực hiện dưới camera giám sát 24/7. Tiền nghi giả phải lập biên bản thu giữ và niêm phong trong ngày, báo cáo Ngân hàng Nhà nước chi nhánh sở tại.",[100/QĐ-NHNO-AT - Quy định nội bộ số 100/QĐ-NHNO-AT | Điều 25 | doc_agr_at01_03],CHUA_DU_BANG_CHUNG,Can human review so sanh evidence hai phia truoc khi ket luan.,NEEDS_HUMAN_REVIEW,b437198c-1099-40b7-af2f-899ad2e3bace
177271,doc_177271_quy_định_chung_0,"Văn bản: Thông tư số 01/2025/TT-NHNN Quy định về cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân (Số ký hiệu: 01/2025/TT-NHNN)
Quy định chung
THÔNG TƯ
Quy định về cấp Giấy phép lần đầu, cấp đổi
Giấy phép của quỹ tín dụng nhân dân
______________________
Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010;
Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024;
Căn cứ Luật Hợp tác xã ngày 20 tháng 6 năm 2023;
Căn cứ Nghị định số 26/2025/NĐ-CP ngày 24 tháng 02 năm 2025 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chính vi mô và điều kiện đối với chủ sở hữu của tổ chức tín dụng là công ty trách nhiệm hữu hạn một thành viên, cổ đông sáng lập, thành viên sáng lập;
Theo đề nghị của Cục trưởng Cục An toàn hệ thống các tổ chức tín dụng;
Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân.
QUY ĐỊNH CHUNG","[01/2025/TT-NHNN - Thông tư số 01/2025/TT-NHNN Quy định về cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân | Quy định chung | doc_177271_quy_định_chung_0]",agr_td03,doc_agr_td03_02,"Tất cả các khoản vay ngắn hạn phục vụ sản xuất nông nghiệp không có tài sản bảo đảm theo Nghị định 55/2015/NĐ-CP được Agribank giải ngân lên tới 100 triệu đồng đối với cá nhân, hộ gia đình nông dân trên cơ sở xác nhận của Ủy ban nhân dân xã.",[315/QC-NHNO-TD - Quy chế tín dụng nội bộ số 315/QC-NHNO-TD | Điều 22 | doc_agr_td03_02],CHUA_DU_BANG_CHUNG,Can human review so sanh evidence hai phia truoc khi ket luan.,NEEDS_HUMAN_REVIEW,4f86437c-e3ec-4032-924b-7ea345c18c8b
112025,doc_112025_quy_định_chung_0,"Văn bản: Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm (Số ký hiệu: 73/2016/NĐ-CP)
Quy định chung
NGHỊ ĐỊNH
QUY ĐỊNH CHI TIẾT THI HÀNH LUẬT KINH DOANH BẢO HIỂM VÀ LUẬT SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT KINH DOANH BẢO HIỂM
Căn cứ Luật tổ chức Chính phủ ngày 19 tháng 6 năm 2015;
Căn cứ Luật kinh doanh bảo hiểm ngày 09 tháng 12 năm 2000;
Căn cứ Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm ngày 24 tháng 11 năm 2010;
Căn cứ Luật đầu tư ngày 26 tháng 11 năm 2014;
Căn cứ Luật doanh nghiệp ngày 26 tháng 11 năm 2014;
Theo đề nghị của Bộ trưởng Bộ Tài chính;
Chính phủ ban hành Nghị định quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm.
NHỮNG QUY ĐỊNH CHUNG","[73/2016/NĐ-CP - Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm | Quy định chung | doc_112025_quy_định_chung_0]",agr_td03,doc_agr_td03_02,"Tất cả các khoản vay ngắn hạn phục vụ sản xuất nông nghiệp không có tài sản bảo đảm theo Nghị định 55/2015/NĐ-CP được Agribank giải ngân lên tới 100 triệu đồng đối với cá nhân, hộ gia đình nông dân trên cơ sở xác nhận của Ủy ban nhân dân xã.",[315/QC-NHNO-TD - Quy chế tín dụng nội bộ số 315/QC-NHNO-TD | Điều 22 | doc_agr_td03_02],CHUA_DU_BANG_CHUNG,Can human review so sanh evidence hai phia truoc khi ket luan.,NEEDS_HUMAN_REVIEW,2ab92c39-eafb-445f-a96a-3e4cdd0aeda1
